tipo,municipios,distancia_total_km,custo_combustivel,custo_pedagio,custo_alimentacao,custo_estadia,custo_total
Final de Semana (Pernoite),"['Olímpia', 'Uchoa', 'Barretos', 'Ibirá', 'Tabapuã', 'Severínia', 'Cajobi']",1185.6755370039252,382.05100636793145,177.85133055058878,200,200,959.9023369185202
Final de Semana (Pernoite),"['Guaiçara', 'Sales', 'Lins', 'Irapuã', 'Sabino', 'Guaimbê']",1144.306309547311,368.72092196524466,171.64594643209665,200,200,940.3668683973412
Final de Semana (Pernoite),"['Urupês', 'Catiguá', 'Colina', 'Novais', 'Elisiário', 'Marapoama']",1196.2243748192855,385.4500763306586,179.4336562228928,200,200,964.8837325535515
Final de Semana (Pernoite),"['Ituverava', 'Pedregulho', 'Ipuã', 'Jeriquara', 'Guará', 'Jaborandi', 'Cristais Paulista']",1190.4912065649814,383.6027221153829,178.5736809847472,200,200,962.1764031001301
Final de Semana (Pernoite),"['Júlio Mesquita', 'Cafelândia', 'Campos Novos Paulista', 'Vera Cruz', 'Ocauçu', 'Álvaro de Carvalho', 'Guarantã']",1167.2968828397256,376.12899558168937,175.09453242595885,200,200,951.2235280076482
Final de Semana (Pernoite),"['Embaúba', 'Catanduva', 'Monte Azul Paulista', 'Paraíso', 'Palmares Paulista', 'Terra Roxa', 'Novo Horizonte', 'Pindorama']",1177.057355939416,379.2740369138118,176.5586033909124,200,200,955.8326403047242
Final de Semana (Pernoite),"['Ribeirão Corrente', 'São Joaquim da Barra', 'Morro Agudo', 'São José da Bela Vista', 'Franca', 'Viradouro']",1162.485715295369,374.5787304840633,174.37285729430533,200,200,948.9515877783687
Final de Semana (Pernoite),"['Itajobi', 'Bebedouro', 'Pongaí', 'Pirangi', 'Ariranha']",1148.710073553711,370.1399125895291,172.30651103305664,200,200,942.4464236225857
Final de Semana (Pernoite),"['Lupércio', 'Salto Grande', 'Ribeirão do Sul', 'Garça', 'Alvinlândia', 'Pirajuí', 'Gália']",1167.4196255212864,376.1685460013034,175.11294382819295,200,200,951.2814898294964
Final de Semana (Pernoite),"['Santa Adélia', 'Uru', 'Vista Alegre do Alto', 'Balbinos', 'Taquaral']",1177.11650604025,379.2930963907472,176.5674759060375,200,200,955.8605722967848
Final de Semana (Pernoite),"['Orlândia', 'Restinga', 'Nuporanga', 'Sales Oliveira', 'Taiaçu', 'Patrocínio Paulista', 'Batatais']",1197.3207783130383,385.80336190086786,179.59811674695575,200,200,965.4014786478236
Dia,['Ourinhos'],692.812787350857,223.23967592416503,103.92191810262854,100,0,427.1615940267936
Dia,['Fernando Prestes'],685.4656719519237,220.8722720733976,102.81985079278856,100,0,423.6921228661862
Dia,['Borborema'],684.2535656719672,220.4817044943005,102.63803485079508,100,0,423.1197393450956
Dia,['Presidente Alves'],682.5773126586397,219.94157852333944,102.38659689879596,100,0,422.3281754221354
Dia,['Ubirajara'],681.8749780757764,219.71527071330573,102.28124671136646,100,0,421.9965174246722
Dia,['Taiúva'],681.7398319224402,219.67172361945293,102.26097478836604,100,0,421.932698407819
Dia,['São Pedro do Turvo'],681.3248362413137,219.53800278886771,102.19872543619704,100,0,421.7367282250648
Dia,['Itirapuã'],679.6713672141957,219.00521832457417,101.95070508212936,100,0,420.9559234067035
Dia,['Pitangueiras'],676.4656360782784,217.97226051411192,101.46984541174176,100,0,419.4421059258537
Dia,['Canitar'],674.4887476733295,217.33526313918395,101.17331215099942,100,0,418.5085752901834
Dia,['Reginópolis'],671.4651795616637,216.36100230320272,100.71977693424957,100,0,417.08077923745225
Dia,['Fernão'],669.9046283109813,215.85815801131616,100.48569424664718,100,0,416.34385225796336
Dia,['Cândido Rodrigues'],667.7201790650654,215.1542799209655,100.1580268597598,100,0,415.3123067807253
Dia,['Lucianópolis'],664.06449720855,213.9763379894217,99.6096745812825,100,0,413.58601257070416
Dia,['Monte Alto'],661.2341610618802,213.06434078660584,99.18512415928204,100,0,412.2494649458879
Dia,['Avaí'],658.571180857595,212.2062693874473,98.78567712863924,100,0,410.99194651608656
Dia,['Chavantes'],658.07457323806,212.04625137670823,98.711185985709,100,0,410.7574373624173
Dia,['Pontal'],656.931762485982,211.67801235659417,98.5397643728973,100,0,410.21777672949145
Dia,['Santa Cruz do Rio Pardo'],650.5884964710438,209.6340710851141,97.58827447065656,100,0,407.2223455557706
Dia,['Itápolis'],649.213784439352,209.1911083193468,97.3820676659028,100,0,406.5731759852496
Dia,['Duartina'],644.2722758973345,207.59884445580772,96.64084138460017,100,0,404.2396858404079
Dia,['Jaboticabal'],642.9934567968293,207.18678052342275,96.4490185195244,100,0,403.6357990429472
Dia,['Ipaussu'],640.7503982505572,206.4640172140684,96.11255973758357,100,0,402.576576951652
Dia,['Iacanga'],639.3532503185667,206.01382510264924,95.902987547785,100,0,401.9168126504342
Dia,['Taquaritinga'],638.3856276383674,205.7020355723629,95.75784414575512,100,0,401.459879718118
Dia,['Barrinha'],637.2446528692476,205.3343881467576,95.58669793038712,100,0,400.9210860771447
Dia,['Jardinópolis'],632.8212736653388,203.9090770699425,94.92319104980082,100,0,398.8322681197433
Dia,['Brodowski'],631.6548014328608,203.53321379503288,94.7482202149291,100,0,398.281434009962
Dia,['Timburi'],630.93010919636,203.29970185216044,94.639516379454,100,0,397.93921823161446
Dia,['Sertãozinho'],629.9836947455068,202.9947460846633,94.497554211826,100,0,397.49230029648936
Dia,['Paulistânia'],628.1636183742983,202.4082770317183,94.22454275614474,100,0,396.6328197878631
Dia,['Cabrália Paulista'],627.3423672245806,202.14365166125376,94.10135508368708,100,0,396.2450067449408
Dia,['Ibitinga'],626.9569575313869,202.0194640934469,94.04354362970804,100,0,396.06300772315495
Dia,['Espírito Santo do Turvo'],625.1606815098883,201.4406640420751,93.77410222648324,100,0,395.2147662685583
Dia,['Santa Ernestina'],613.7219828272027,197.75486113320977,92.0582974240804,100,0,389.8131585572902
Dia,['Barão de Antonina'],613.2583609044634,197.60547184699377,91.98875413566952,100,0,389.59422598266326
Dia,['Guariba'],612.344886793721,197.3111301890879,91.85173301905814,100,0,389.16286320814606
Dia,['Bernardino de Campos'],610.863680829735,196.83385271180347,91.62955212446025,100,0,388.46340483626375
Dia,['Tabatinga'],610.5187297608421,196.7227018118269,91.57780946412632,100,0,388.3005112759532
Dia,['Dumont'],609.0361438734548,196.24497969255765,91.3554215810182,100,0,387.6004012735759
Dia,['Ribeirão Preto'],606.0105304098192,195.27005979871956,90.90157956147289,100,0,386.1716393601925
Dia,['Fartura'],605.831094434256,195.2122415399269,90.8746641651384,100,0,386.0869057050653
Dia,['Altinópolis'],605.074869486579,194.96856905678652,90.76123042298686,100,0,385.7297994797734
Dia,['Dobrada'],604.0864301940575,194.6500719514185,90.61296452910862,100,0,385.2630364805272
Dia,['Sarutaiá'],601.7518366452296,193.8978140301295,90.26277549678444,100,0,384.1605895269139
Dia,['Arealva'],601.0081630713343,193.65818587854105,90.15122446070012,100,0,383.80941033924114
Dia,['Itaporanga'],596.6790754435252,192.2632576429137,89.50186131652877,100,0,381.7651189594425
Dia,['Bauru'],594.9834162078017,191.7168785558472,89.24751243117025,100,0,380.9643909870175
Dia,['Piratininga'],593.833795252765,191.34644513700204,89.07506928791474,100,0,380.4215144249168
Dia,['Pradópolis'],593.4513228130153,191.22320401752717,89.01769842195229,100,0,380.2409024394794
Dia,['Itaju'],590.5942555869616,190.30259346690983,88.58913833804424,100,0,378.8917318049541
Dia,['Óleo'],589.990547506232,190.1080653075637,88.4985821259348,100,0,378.6066474334984
Dia,['Riversul'],587.0141032367952,189.1489888207451,88.05211548551928,100,0,377.2011043062644
Dia,['Matão'],585.1751441007664,188.55643532135807,87.77627161511495,100,0,376.332706936473
Dia,['Piraju'],585.0159328113674,188.50513390588503,87.7523899217051,100,0,376.25752382759015
Dia,['Nova Europa'],584.8405528833355,188.44862259574143,87.72608293250032,100,0,376.17470552824176
Dia,['Taguaí'],582.391422636249,187.6594584050136,87.35871339543735,100,0,375.0181718004509
Dia,['Manduri'],582.112196118635,187.5694854160046,87.31682941779525,100,0,374.8863148337998
Dia,['Serrana'],581.423285294675,187.3475030393953,87.21349279420124,100,0,374.5609958335965
Dia,['Santo Antônio da Alegria'],579.7375915365793,186.8043350506756,86.96063873048689,100,0,373.7649737811624
Dia,['Tejupá'],578.5939974058685,186.43584360855763,86.78909961088029,100,0,373.22494321943793
Dia,['Motuca'],575.5397341273714,185.4516921077086,86.33096011910573,100,0,371.7826522268143
Dia,['Itararé'],575.4388434830576,185.4191829000963,86.31582652245864,100,0,371.7350094225549
Dia,['Águas de Santa Bárbara'],574.347073208857,185.0673902561872,86.15206098132855,100,0,371.2194512375158
Dia,['Itapirapuã Paulista'],569.8423666513994,183.61587369878424,85.4763549977099,100,0,369.09222869649415
Dia,['Bariri'],567.570667122966,182.8838816285113,85.1356000684449,100,0,368.0194816969562
Dia,['Cravinhos'],565.3424882881753,182.16591289285648,84.8013732432263,100,0,366.9672861360828
Dia,['Guatapará'],565.0200986649179,182.0620317920291,84.75301479973768,100,0,366.8150465917668
Dia,['Gavião Peixoto'],564.4640663392075,181.88286582041133,84.66960995088112,100,0,366.5524757712925
Dia,['Coronel Macedo'],561.6397795898677,180.97281786784623,84.24596693848015,100,0,365.2187848063264
Dia,['Agudos'],561.2734342705585,180.8547732649577,84.19101514058377,100,0,365.0457884055415
Dia,['Iaras'],559.8861040224721,180.4077446294632,83.98291560337081,100,0,364.390660232834
Dia,['Boracéia'],557.7181103689926,179.70916889667538,83.65771655534888,100,0,363.3668854520242
Dia,['Serra Azul'],557.431867900442,179.6169352123646,83.6147801850663,100,0,363.2317153974309
Dia,['Rincão'],551.5638163208697,177.72611859228024,82.73457244813045,100,0,360.46069104041067
Dia,['Santa Cruz da Esperança'],550.6792555126904,177.441093442978,82.60188832690355,100,0,360.0429817698815
Dia,['Cerqueira César'],549.6525528750897,177.1102670375289,82.44788293126345,100,0,359.55814996879235
Dia,['Taquarituba'],548.2680746797402,176.66415739680517,82.24021120196102,100,0,358.9043685987661
Dia,['Borebi'],547.9799293570568,176.57131057060718,82.19698940355852,100,0,358.7682999741657
Dia,['Bom Sucesso de Itararé'],547.9540343987173,176.5629666395867,82.1931051598076,100,0,358.7560717993943
Dia,['Cajuru'],546.9874548846127,176.25151324059743,82.0481182326919,100,0,358.2996314732893
Dia,['Ribeira'],546.3760869263776,176.05451689849946,81.95641303895664,100,0,358.0109299374561
Dia,['Itapuí'],542.3370265371324,174.7530418841871,81.35055398056986,100,0,356.1035958647569
Dia,['Cássia dos Coqueiros'],538.5278650237653,173.5256453965466,80.7791797535648,100,0,354.3048251501114
Dia,['Pederneiras'],537.5270112428373,173.20314806713645,80.62905168642558,100,0,353.832199753562
Dia,['Santa Lúcia'],535.9896807349144,172.70778601458346,80.39845211023713,100,0,353.1062381248206
Dia,['Barra do Chapéu'],535.121350961359,172.42799086532676,80.26820264420384,100,0,352.6961935095306
Dia,['Américo Brasiliense'],531.334189325227,171.20768322701758,79.70012839878406,100,0,350.9078116258016
Dia,['Araraquara'],529.5403930735769,170.62968221259698,79.43105896103653,100,0,350.0607411736335
Dia,['Itaberá'],528.9762575894456,170.44790522326582,79.34643863841684,100,0,349.79434386168265
Dia,['Luís Antônio'],527.6531253393541,170.02156260934743,79.14796880090312,100,0,349.16953141025056
Dia,['Boa Esperança do Sul'],524.7421434777725,169.08357956506003,78.71132152166588,100,0,347.794901086726
Dia,['Bocaina'],523.3346080428113,168.6300403693503,78.50019120642169,100,0,347.130231575772
Dia,['São Simão'],522.6451610593813,168.40788523024509,78.39677415890719,100,0,346.8046593891523
Dia,['Arandu'],521.1624641691247,167.93012734338464,78.17436962536871,100,0,346.1044969687533
Dia,['Itaí'],519.8011317239298,167.4914757777107,77.97016975858946,100,0,345.4616455363001
Dia,['Itaóca'],515.2471697710245,166.0240880373301,77.28707546565367,100,0,343.3111635029838
Dia,['Lençóis Paulista'],514.3200756836249,165.7253577202791,77.14801135254372,100,0,342.8733690728228
Dia,['Trabiju'],509.12237012389943,164.0505414843676,76.36835551858492,100,0,340.4188970029525
Dia,['Macatuba'],508.35056799064415,163.80184968587423,76.25258519859662,100,0,340.0544348844709
Dia,['Santa Rosa de Viterbo'],507.70658537360254,163.59434417593857,76.15598780604037,100,0,339.75033198197895
Dia,['Jaú'],507.60477723249966,163.56153933047213,76.14071658487495,100,0,339.7022559153471
Dia,['Apiaí'],504.2965624969551,162.49555902679663,75.64448437454325,100,0,338.1400434013399
Dia,['Bananal'],501.92743239441376,161.7321726604222,75.28911485916205,100,0,337.02128751958423
Dia,['Avaré'],498.2166757218067,160.53648439924882,74.73250135827101,100,0,335.26898575751983
Dia,['Dourado'],496.54539916009946,159.9979619515876,74.48180987401491,100,0,334.4797718256025
Dia,['Mococa'],491.3664895947864,158.3292022027645,73.70497343921795,100,0,332.0341756419824
Dia,['Nova Campina'],489.788375990513,157.8206989302764,73.46825639857694,100,0,331.2889553288533
Dia,['Areiópolis'],483.0085786971768,155.6360975802014,72.45128680457651,100,0,328.0873843847779
Dia,['Tapiratiba'],482.77081680987743,155.55948541651605,72.41562252148161,100,0,327.9751079379977
Dia,['Barra Bonita'],482.71769980088294,155.54236993584004,72.40765497013244,100,0,327.9500249059725
Dia,['Ribeirão Bonito'],482.43151360265034,155.4501543830762,72.36472704039754,100,0,327.81488142347376
Dia,['Arapeí'],481.55185844859614,155.16670994454768,72.23277876728943,100,0,327.3994887118371
Dia,['Igaraçu do Tietê'],480.82957164985874,154.9339730871767,72.12443574747881,100,0,327.0584088346555
Dia,['Itapeva'],478.8032120946351,154.2810350082713,71.82048181419526,100,0,326.1015168224666
Dia,['Ibaté'],474.9060326817184,153.02527719744256,71.23590490225774,100,0,324.2611820997003
Dia,['Mineiros do Tietê'],474.140658871718,152.77865674755358,71.1210988307577,100,0,323.8997555783113
Dia,['Caconde'],468.92479873065133,151.0979907020988,70.33871980959772,100,0,321.4367105116965
Dia,['Dois Córregos'],468.58905918511294,150.9898079596475,70.28835887776694,100,0,321.27816683741446
Dia,['Santa Rita do Passa Quatro'],468.5888443025648,150.98973871971532,70.28832664538473,100,0,321.2780653651
Dia,['Pratânia'],468.5568813664386,150.97943955140798,70.28353220496578,100,0,321.26297175637376
Dia,['Ribeirão Branco'],467.76381650248857,150.72389642857965,70.16457247537328,100,0,320.8884689039529
Dia,['Barra do Turvo'],467.56710207124473,150.66051066740107,70.1350653106867,100,0,320.7955759780877
Dia,['Iporanga'],465.52412883055234,150.00221928984465,69.82861932458285,100,0,319.8308386144275
Dia,['São José do Barreiro'],460.5366090824858,148.39512959324543,69.08049136237287,100,0,317.4756209556183
Dia,['São Manuel'],458.9712181737938,147.8907258560002,68.84568272606906,100,0,316.73640858206926
Dia,['São José do Rio Pardo'],458.7415484982213,147.81672118276018,68.81123227473319,100,0,316.6279534574934
Dia,['Tambaú'],454.1491946700432,146.33696272701388,68.12237920050647,100,0,314.4593419275204
Dia,['São Carlos'],451.66932736557686,145.53789437335254,67.75039910483653,100,0,313.2882934781891
Dia,['Areias'],446.1153250291627,143.74827139828577,66.91729875437441,100,0,310.66557015266017
Dia,['Paranapanema'],445.5678281251522,143.5718557292157,66.83517421877282,100,0,310.4070299479885
Dia,['Descalvado'],443.2779304074589,142.83399979795897,66.49168956111883,100,0,309.3256893590778
Dia,['Brotas'],440.95736104456057,142.08626078102506,66.14360415668408,100,0,308.2298649377091
Dia,['Porto Ferreira'],440.75727689407233,142.0217892214233,66.11359153411085,100,0,308.13538075553413
Dia,['Taquarivaí'],440.42767317291657,141.91558357793977,66.06415097593748,100,0,307.9797345538773
Dia,['Divinolândia'],439.9807406587829,141.77157199005225,65.99711109881743,100,0,307.7686830888697
Dia,['Queluz'],438.3469763312125,141.24513681783512,65.75204644968186,100,0,306.99718326751696
Dia,['Itatinga'],437.21394715863414,140.88004964000433,65.58209207379512,100,0,306.46214171379944
Dia,['São Sebastião da Grama'],432.8874781656283,139.4859651867025,64.93312172484426,100,0,304.41908691154674
Dia,['Itobi'],432.1531142442204,139.24933681202657,64.82296713663305,100,0,304.0723039486596
Dia,['Casa Branca'],428.6783870644752,138.1297024985531,64.30175805967127,100,0,302.4314605582244
Dia,['Santa Cruz das Palmeiras'],427.2945699581685,137.68380587540983,64.09418549372526,100,0,301.77799136913507
Dia,['Torrinha'],427.1371490771504,137.63308136930402,64.07057236157256,100,0,301.70365373087657
Dia,['Botucatu'],420.8039432954848,135.5923817285451,63.1205914943227,100,0,298.7129732228678
Dia,['Guapiara'],420.23317600597017,135.40846782414593,63.03497640089552,100,0,298.44344422504145
Dia,['Buri'],417.4280555289284,134.50459567043248,62.614208329339256,100,0,297.1188039997717
Dia,['Cananéia'],415.20956435773024,133.78974851526863,62.28143465365953,100,0,296.07118316892814
Dia,['Lavrinhas'],412.4683946212269,132.9064827112842,61.870259193184026,100,0,294.7767419044682
Dia,['Silveiras'],409.4407699714397,131.930914768575,61.41611549571595,100,0,293.347030264291
Dia,['Vargem Grande do Sul'],406.854304189121,131.09749801649457,61.02814562836816,100,0,292.12564364486275
Dia,['Pirassununga'],405.978924576711,130.81543125249576,60.89683868650665,100,0,291.7122699390024
Dia,['Santa Maria da Serra'],405.47634739159554,130.65348971506967,60.82145210873933,100,0,291.474941823809
Dia,['Analândia'],404.6686535061019,130.39323279641062,60.70029802591529,100,0,291.0935308223259
Dia,['Itirapina'],401.16607043057417,129.26462269429612,60.17491056458612,100,0,289.43953325888225
Dia,['Cajati'],401.0923981688276,129.24088385439998,60.16385972532413,100,0,289.40474357972414
Dia,['Cruzeiro'],401.0213115239792,129.2179781577266,60.15319672859687,100,0,289.3711748863235
Dia,['Campina do Monte Alegre'],391.86516524020885,126.26766435517844,58.77977478603133,100,0,285.0474391412098
Dia,['Pardinho'],390.18316113563674,125.72568525481628,58.5274741703455,100,0,284.2531594251617
Dia,['Ribeirão Grande'],383.3081702740162,123.51041042162744,57.49622554110244,100,0,281.0066359627299
Dia,['Corumbataí'],383.00262308240457,123.41195632655256,57.45039346236069,100,0,280.86234978891326
Dia,['Cachoeira Paulista'],381.15406247421856,122.8163090194704,57.17310937113278,100,0,279.9894183906032
Dia,['Angatuba'],380.598076717256,122.63715805333804,57.08971150758839,100,0,279.7268695609264
Dia,['Águas da Prata'],380.22859365010424,122.51810239836696,57.03428904751564,100,0,279.55239144588256
Dia,['Santa Cruz da Conceição'],379.8518754375468,122.39671541876508,56.97778131563202,100,0,279.3744967343971
Dia,['Jacupiranga'],377.6655831048176,121.69224344488566,56.64983746572264,100,0,278.3420809106083
Dia,['Capão Bonito'],374.6132613055542,120.70871753178967,56.19198919583313,100,0,276.90070672762283
Dia,['Eldorado'],373.98804947089457,120.50726038506605,56.09820742063418,100,0,276.6054678057002
Dia,['São João da Boa Vista'],373.3898419462042,120.31450462711028,56.00847629193064,100,0,276.3229809190409
Dia,['Anhembi'],373.3199180440162,120.29197359196075,55.99798770660243,100,0,276.2899612985632
Dia,['Canas'],370.6887520081911,119.44415342486155,55.60331280122866,100,0,275.04746622609025
Dia,['São Pedro'],367.92701844670745,118.55426149949464,55.18905276700612,100,0,273.7433142665008
Dia,['Bofete'],367.4075270227526,118.3868698184425,55.11112905341289,100,0,273.49799887185543
Dia,['Leme'],365.4031538383059,117.74101623678746,54.81047307574588,100,0,272.55148931253336
Dia,['Aguaí'],361.2790933050469,116.41215228718175,54.19186399575703,100,0,270.6040162829388
Dia,['Piquete'],361.06991193562214,116.34474940147824,54.16048679034332,100,0,270.50523619182155
Dia,['Pariquera-Açu'],359.8240195790033,115.94329519767882,53.97360293685049,100,0,269.91689813452933
Dia,['Ipeúna'],357.3175435889492,115.13565293421696,53.59763153834238,100,0,268.7332844725594
Dia,['Águas de São Pedro'],355.1064839016152,114.42320036829824,53.26597258524228,100,0,267.6891729535405
Dia,['Lorena'],355.0917442193379,114.41845091512,53.26376163290068,100,0,267.6822125480207
Dia,['Charqueada'],353.7691192606777,113.99227176177392,53.06536788910166,100,0,267.0576396508756
Dia,['Cunha'],348.93808544460666,112.43560530992882,52.340712816691,100,0,264.7763181266198
Dia,['Torre de Pedra'],346.0273682703208,111.49770755377004,51.90410524054811,100,0,263.4018127943182
Dia,['Rio Claro'],342.9535510872329,110.5072553503306,51.44303266308493,100,0,261.9502880134155
Dia,['Santo Antônio do Jardim'],339.72417634697064,109.46667904513497,50.95862645204559,100,0,260.42530549718055
Dia,['Guareí'],337.61529380941744,108.78715022747896,50.64229407141261,100,0,259.42944429889155
Dia,['Porangaba'],335.5243890786156,108.11341425866502,50.328658361792336,100,0,258.44207262045734
Dia,['Guaratinguetá'],333.25963185966333,107.3836591547804,49.988944778949495,100,0,257.3726039337299
Dia,['Araras'],331.1651390582853,106.70876702989192,49.6747708587428,100,0,256.3835378886347
Dia,['Santa Gertrudes'],329.10795041769717,106.0458951345913,49.366192562654575,100,0,255.41208769724588
Dia,['Conchas'],328.45173037072374,105.83444645278875,49.26775955560856,100,0,255.1022060083973
Dia,['Registro'],324.9761630899081,104.7145414400815,48.74642446348621,100,0,253.4609659035677
Dia,['Sete Barras'],324.92333817708044,104.69752007928147,48.73850072656207,100,0,253.43602080584355
Dia,['Espírito Santo do Pinhal'],323.59346546242335,104.26900553789196,48.5390198193635,100,0,252.80802535725547
Dia,['Aparecida'],321.49102227785295,103.59155162286372,48.22365334167794,100,0,251.8152049645417
Dia,['Potim'],319.4908356009085,102.9470470269594,47.92362534013628,100,0,250.8706723670957
Dia,['Cordeirópolis'],316.2658824321846,101.90789545037056,47.43988236482769,100,0,249.34777781519827
Dia,['Quadra'],315.2294079751777,101.57392034755723,47.28441119627666,100,0,248.8583315438339
Dia,['Conchal'],315.18056780998995,101.55818296099676,47.27708517149849,100,0,248.8352681324953
Dia,['Ilha Comprida'],315.1356591697188,101.54371239913162,47.27034887545782,100,0,248.81406127458945
Dia,['Pereiras'],314.7944103393996,101.43375444269545,47.21916155090994,100,0,248.65291599360535
Dia,['Estiva Gerbi'],313.84371927750385,101.12742065608457,47.076557891625576,100,0,248.2039785477101
Dia,['Iguape'],311.7577171159281,100.45526440402126,46.76365756738921,100,0,247.21892197141048
Dia,['Iracemápolis'],306.6606742448401,98.81288392333737,45.99910113672601,100,0,244.81198506006336
Dia,['Itapetininga'],304.799676279249,98.2132290233136,45.71995144188736,100,0,243.93318046520096
Dia,['Roseira'],303.32286466441724,97.7373675029789,45.49842969966259,100,0,243.2357972026415
Dia,['Lagoinha'],303.2378418392416,97.70997125931116,45.48567627588624,100,0,243.1956475351974
Dia,['Ubatuba'],303.04965123451325,97.64933206445428,45.45744768517699,100,0,243.10677974963124
Dia,['Piracicaba'],300.33068317902575,96.77322013546386,45.04960247685386,100,0,241.8228226123177
Dia,['Cesário Lange'],300.0191491493923,96.67283694813752,45.002872372408845,100,0,241.6757093205464
Dia,['São Miguel Arcanjo'],298.0845390586593,96.049462585568,44.71268085879889,100,0,240.76214344436687
Dia,['Limeira'],293.7514256539406,94.65323715515864,44.062713848091086,100,0,238.71595100324973
Dia,['Mogi Guaçu'],292.91842274318265,94.38482510613662,43.9377634114774,100,0,238.322588517614
Dia,['Laranjal Paulista'],292.637757670262,94.29438858263998,43.8956636505393,100,0,238.19005223317927
Dia,['Engenheiro Coelho'],289.2490565898693,93.202473790069,43.3873584884804,100,0,236.5898322785494
Dia,['Saltinho'],288.95095633751436,93.1064192643102,43.34264345062715,100,0,236.44906271493733
Dia,['Campos do Jordão'],282.59802295482234,91.0593629521094,42.38970344322335,100,0,233.44906639533275
Dia,['Jumirim'],279.61266965824433,90.0974157787676,41.94190044873665,100,0,232.03931622750423
Dia,['Mogi Mirim'],279.49752306574675,90.06031298785173,41.924628459862014,100,0,231.9849414477137
